ctg window ns cs ss all ns.cs ns.ss cs.ss nsites
000000F|quiver|pilon 32 304.626436781609 311.744539059608 319.907308377897 322.475143903715 315.422297297297 355.45922459893 340.753577106518 233528
000000F|quiver|pilon 33 196.116509926855 167.830062939652 196.392156862745 186.369073783359 185.195638820639 195.024732620321 181.949920508744 227387
000000F|quiver|pilon 34 236.652037617555 250.409848204369 259.452762923351 248.857770800628 250.973587223587 249.92513368984 256.654213036566 232400
000000F|quiver|pilon 35 337.80381400209 313.402073306183 278.565062388592 320.621507064364 323.430896805897 319.844251336898 305.259936406995 234531
000000F|quiver|pilon 36 210.87539184953 197.041466123658 184.383244206774 202.868184196756 204.836302211302 202.342914438503 196.593004769475 222824
000000F|quiver|pilon 37 422.138453500522 413.159570529434 361.026737967914 423.993615907902 423.083230958231 444.95922459893 429.910969793323 237412
000000F|quiver|pilon 38 223.973615464995 224.090336912255 161.948306595365 221.232548403977 222.838452088452 226.859625668449 216.364864864865 231650
000000F|quiver|pilon 39 280.823406478579 241.38430211033 77.1960784313725 245.670957613815 265.088759213759 242.389705882353 187.99920508744 232438
000000F|quiver|pilon 40 385.807993730408 386.395409107738 199.467023172906 382.936891679749 408.398955773956 401.477272727273 327.814785373609 229917
000000F|quiver|pilon 41 285.44566353187 327.392077008515 204.101604278075 304.395761381476 324.557125307125 293.52807486631 291.644674085851 223361
000000F|quiver|pilon 42 299.382445141066 270.523509811181 72.4991087344029 261.040920983778 285.371621621622 235.263368983957 202.246422893482 224045
000000F|quiver|pilon 43 131.844827586207 241.994816734543 166.930481283422 186.364416535845 198.061425061425 158.947860962567 216.255166931638 227245
000000F|quiver|pilon 44 301.831504702194 326.181044057756 163.30303030303 316.580167451596 346.261056511056 260.114304812834 353.217011128776 216095
000000F|quiver|pilon 45 301.598223615465 311.23509811181 49.6916221033868 284.160282574568 317.186425061425 225.502673796791 265.119236883943 227165
000000F|quiver|pilon 46 221.734326018809 237.633098852277 173.035650623886 227.642124542125 236.339373464373 219.188502673797 225.623211446741 213851
000000F|quiver|pilon 47 301.806426332288 296.806368011847 38.5311942959002 268.456881214024 303.689189189189 214.715240641711 211.269475357711 230868
000000F|quiver|pilon 48 392.489550679206 358.357645316549 226.263814616756 359.544531658817 382.230036855037 337.415106951872 308.012718600954 226900
000000F|quiver|pilon 49 402.582027168234 374.762310255461 409.55614973262 400.173940345369 396.086302211302 430.822860962567 395.830683624801 224887
000000F|quiver|pilon 50 352.028996865204 345.206590151796 345.155080213904 355.306855049712 355.742936117936 372.66577540107 351.628775834658 223792
000000F|quiver|pilon 51 231.567136886102 246.793039614957 258.463458110517 245.91726844584 241.478194103194 261.44050802139 257.04213036566 227624
000000F|quiver|pilon 52 199.44696969697 197.15994076268 233.340463458111 204.080795395081 196.510749385749 216.771390374332 216.538155802862 222679
000000F|quiver|pilon 53 141.834900731452 180.636430951499 224.121212121212 172.758817373103 163.174447174447 191.121657754011 202.868839427663 217984
000000F|quiver|pilon 54 295.069226750261 316.175490559052 282.752228163993 308.824542124542 312.010749385749 309.409090909091 318.732909379968 229551
000000F|quiver|pilon 55 276.468913270637 283.721584598297 250.515151515152 280.135321821036 278.814189189189 285.233288770053 285.825119236884 221082
000000F|quiver|pilon 56 428.74973876698 428.843761569789 428.77183600713 435.039874411303 431.589066339066 450.362299465241 443.369634340223 228879
000000F|quiver|pilon 57 362.621473354232 346.573491299519 304.702317290553 358.138252223967 365.300675675676 365.796122994652 348.002384737679 228118
000000F|quiver|pilon 58 196.977533960293 171.253239540911 228.262032085561 193.330821559393 185.53316953317 212.035427807487 201.633545310016 228239
000000F|quiver|pilon 59 64.7314524555904 50.034061458719 134.262032085561 73.1066980638409 57.394656019656 105.514705882353 99.1096979332274 218917
000000F|quiver|pilon 60 26.7826541274817 53.1825249907442 135.853832442068 60.3559392987964 40.2601351351351 99.4652406417112 107.807631160572 221279
000000F|quiver|pilon 61 234.353970741902 152.476119955572 141.775401069519 193.363631606489 204.306511056511 199.279411764706 151.037360890302 228693
000000F|quiver|pilon 62 321.403866248694 355.894853757867 320.875222816399 350.312035583464 373.806203931204 323.274064171123 366.209856915739 232101
000000F|quiver|pilon 63 270.200626959248 276.746019992595 257.934046345811 271.37980115123 272.623771498771 266.435160427807 273.071542130366 232421
000000F|quiver|pilon 64 295.335161964472 253.862273232136 267.32798573975 282.081527995814 280.902641277641 293.750668449198 284.674880763116 235101
000000F|quiver|pilon 65 221.451410658307 171.914476119956 243.117647058824 217.286760858189 200.674754299754 253.118983957219 254.283783783784 222460
000000F|quiver|pilon 66 278.686781609195 206.811181044058 229.023172905526 251.154369440084 259.988943488944 267.484625668449 219.517488076312 228143
000000F|quiver|pilon 67 366.137147335423 400.007404664939 423.294117647059 420.401517530089 454.980036855037 443.145053475936 407.66772655008 238804
000000F|quiver|pilon 68 381.172413793103 244.682339874121 360.331550802139 348.39178440607 369.86855036855 380.159090909091 313.825914149444 232153
000000F|quiver|pilon 69 299.296760710554 341.620510921881 339.51871657754 333.096441653585 349.090294840295 322.474598930481 345.174085850556 235481
000000F|quiver|pilon 70 153.891849529781 178.216216216216 199.069518716578 178.567765567766 184.776105651106 182.632352941176 191.015103338633 240711
000000F|quiver|pilon 71 467.670323928945 491.870048130322 510.45632798574 504.373364730508 527.315417690418 506.385026737968 510.510333863275 242157
000000F|quiver|pilon 72 443.89367816092 358.189189189189 477.459893048128 428.613134484563 427.241093366093 466.211229946524 428.914944356121 242218
000000F|quiver|pilon 73 262.048328108673 137.282858200666 109.354723707665 197.791522762951 215.719287469287 207.891711229947 126.29173290938 238499
000000F|quiver|pilon 74 254.046760710554 312.701592002962 217.741532976827 277.81030873888 297.125307125307 237.147058823529 288.267090620032 239782
000000F|quiver|pilon 75 529.115987460815 552.837467604591 326.623885918004 517.758974358974 542.646498771499 478.104278074866 488.182034976153 238685
000000F|quiver|pilon 76 471.98249738767 487.435394298408 409.732620320856 502.90779696494 553.522113022113 449.29679144385 520.096979332273 238673
000000F|quiver|pilon 77 606.353187042842 683.850796001481 714.046345811052 722.166562009419 807.869778869779 720.783422459893 721.140699523052 240371
000000F|quiver|pilon 78 612.521421107628 531.514624213254 684.119429590018 696.132705389848 821.489557739558 711.805481283422 659.654213036566 227518
000000F|quiver|pilon 79 425.225966562173 322.054424287301 497.174688057041 479.583307169021 568.222665847666 511.270721925134 460.373608903021 239077
000000F|quiver|pilon 80 561.361546499478 506.4605701592 660.604278074866 617.651753008896 671.226351351351 668.536096256684 613.910174880763 241018
000000F|quiver|pilon 81 289.302246603971 289.160310995927 303.010695187166 302.714809000523 317.947174447174 298.753342245989 302.892686804452 239669
000000F|quiver|pilon 82 674.313479623824 340.113661606812 660.31550802139 636.474725274725 729.597972972973 690.31550802139 586.689189189189 236332
000001F|quiver|pilon 1 157.073667711599 95.2236208811551 143.73440285205 144.158346415489 158.001228501228 156.571524064171 126.545310015898 198573
000001F|quiver|pilon 2 99.2899686520376 31.4331728989263 63.9144385026738 71.9927263212978 76.3931203931204 84.9110962566845 49.0524642289348 217320
000001F|quiver|pilon 3 155.739289446186 54.6586449463162 98.8645276292335 114.572579801151 122.050368550369 132.888368983957 78.6255961844197 222575
000001F|quiver|pilon 4 210.055642633229 150.411329137357 186.946524064171 198.615855572998 210.82371007371 197.969251336898 204.733704292528 234894
000001F|quiver|pilon 5 256.150731452456 237.068493150685 233.620320855615 276.824803767661 309.615479115479 243.092245989305 315.837042925278 236305
000001F|quiver|pilon 6 375.387931034483 369.345057386153 266.092691622103 376.271271585557 403.211609336609 342.070855614973 380.560413354531 235834
000001F|quiver|pilon 7 200.657523510972 276.0181414291 98.1283422459893 219.769544740973 242.934275184275 164.55949197861 221.285373608903 235395
000001F|quiver|pilon 8 302.549634273772 304.646797482414 288.623885918004 301.433856619571 301.77671990172 296.808823529412 303.755961844197 237802
000001F|quiver|pilon 9 206.598484848485 197.049981488338 208.078431372549 203.049869178441 203.484643734644 203.875668449198 200.863275039746 239281
000001F|quiver|pilon 10 197.592215256008 182.016660496113 200.402852049911 193.609837781266 194.80558968059 195.417112299465 193.237678855326 237705
000001F|quiver|pilon 11 17.1711076280042 24.4046649389115 10.4866310160428 18.9095238095238 20.9609950859951 13.8643048128342 18.2233704292528 235936
000001F|quiver|pilon 12 15.0438871473354 19.9089226212514 10.1372549019608 16.0791732077446 17.453316953317 12.6524064171123 15.3863275039746 229903
000001F|quiver|pilon 13 5.07575757575758 5.05701592002962 5.14081996434938 5.09413919413919 5.09889434889435 5.10762032085561 5.12321144674086 223559
000001F|quiver|pilon 14 88.1185997910136 43.7060348019252 87.2156862745098 73.8627943485086 72.509828009828 86.3362299465241 70.2384737678855 220283
000001F|quiver|pilon 15 67.1993207941484 47.9581636430951 54.4081996434938 58.7343275771847 59.7125307125307 60.6417112299465 53.5882352941176 231830
000001F|quiver|pilon 16 193.931034482759 156.543502406516 152.957219251337 172.559340659341 175.808046683047 172.579545454545 153.174880763116 229020
000001F|quiver|pilon 17 104.367032392894 73.7478711588301 85.3850267379679 89.7701203558346 89.732800982801 94.9131016042781 79.7201907790143 215589
000001F|quiver|pilon 18 110.866509926855 75.6382821177342 150.044563279857 106.013134484563 94.4545454545455 131.94385026738 120.49920508744 233768
000001F|quiver|pilon 19 120.758881922675 81.5653461680859 166.641711229947 115.656253270539 101.915847665848 145.543449197861 133.143879173291 218354
000001F|quiver|pilon 20 227.597178683386 196.26064420585 241.939393939394 220.394976452119 214.772113022113 233.164438502674 229.910174880763 213779
000001F|quiver|pilon 21 209.877481713689 187.032210292484 192.666666666667 200.22506541078 200.34613022113 203.098262032086 197.657392686804 228454
000001F|quiver|pilon 22 144.026645768025 143.062939651981 49.6345811051693 132.03286237572 142.288697788698 115.413101604278 113.535771065183 213498
000001F|quiver|pilon 23 220.361024033438 216.406145871899 196.853832442068 213.785557299843 216.013513513514 208.383689839572 205.400635930048 226597
000001F|quiver|pilon 24 320.734587251829 319.657534246575 277.540106951872 311.965201465201 316.780098280098 300.437165775401 299.287758346582 226938
000001F|quiver|pilon 25 254.502351097179 264.621251388375 212.761140819964 251.74652014652 257.557125307125 235.97192513369 246.144674085851 225215
000001F|quiver|pilon 26 259.658829676071 270.265087004813 225.50623885918 257.744060701204 262.878378378378 243.031417112299 252.784578696343 223193
000001F|quiver|pilon 27 224.144984326019 224.37208441318 193.174688057041 220.141758241758 221.936732186732 214.95320855615 217.046899841017 230953
000001F|quiver|pilon 28 128.783699059561 133.953720844132 156.344028520499 136.641444270016 130.698095823096 146.330213903743 150.949920508744 214568
000001F|quiver|pilon 29 51.564263322884 81.6564235468345 31.6399286987522 59.9390894819466 67.335687960688 41.5775401069519 58.3680445151033 233992
000001F|quiver|pilon 30 251.930250783699 248.536097741577 208.627450980392 243.669754055468 248.240479115479 235.145721925134 231.997615262321 230766
000001F|quiver|pilon 31 240.367032392894 223.281377267679 189.372549019608 225.443746729461 230.792076167076 220.129010695187 205.580286168521 210616
000001F|quiver|pilon 32 143.246081504702 135.928174750093 120.522281639929 136.86504447933 139.107186732187 135.425802139037 127.714626391097 219847
000001F|quiver|pilon 33 92.8989028213166 65.312847093669 59.8021390374332 76.6363160648875 79.1351351351351 76.3656417112299 61.6573926868044 232274
000001F|quiver|pilon 34 143.814524555904 95.7093669011477 67.2976827094474 114.596180010466 121.583845208845 112.909090909091 84.8839427662957 232239
000001F|quiver|pilon 35 251.699320794148 209.423546834506 98.5614973262032 214.662323390895 231.863329238329 199.316844919786 163.551669316375 233108
000001F|quiver|pilon 36 138.172152560084 115.682339874121 182.192513368984 142.291732077446 130.668918918919 172.686497326203 162.16613672496 216434
000001F|quiver|pilon 37 162.399686520376 162.09329877823 289.762923351159 193.313082155939 163.759213759214 255.516711229947 254.876788553259 223611
000001F|quiver|pilon 38 274.847962382445 230.728248796742 234.440285204991 256.580115122972 257.602886977887 271.500668449198 241.085055643879 232436
000001F|quiver|pilon 39 222.882967607106 152.022584228064 137.335115864528 187.262689691261 193.84613022113 200.023395721925 149.817170111288 227797
000001F|quiver|pilon 40 144.137931034483 178.6908552388 162.702317290553 169.177184720042 174.757063882064 171.69050802139 181.073131955485 213055
000001F|quiver|pilon 41 217.908829676071 269.116623472788 170.067736185383 244.915279958137 267.992321867322 224.024064171123 241.827503974563 227236
000001F|quiver|pilon 42 279.333855799373 333.350610884857 394.281639928699 354.953741496599 363.004606879607 385.502005347594 427.263910969793 239145
000001F|quiver|pilon 43 155.494252873563 217.887449092929 215.133689839572 205.429931972789 217.421683046683 209.501336898396 229.988871224165 237124
000001F|quiver|pilon 44 128.592737722048 182.896704924102 204.238859180036 173.909523809524 178.614557739558 180.477941176471 206.45786963434 233762
000001F|quiver|pilon 45 144.492685475444 243.841540170307 228.386809269162 208.391679748823 220.714680589681 192.782754010695 249.763910969793 222320
000001F|quiver|pilon 46 203.315569487983 313.050721954832 391.336898395722 287.18189429618 265.770577395577 337.322860962567 359.577106518283 229039
000001F|quiver|pilon 47 43.0979623824451 47.1436504998149 47.3333333333333 45.5739403453689 45.4941646191646 45.4585561497326 47.6073131955485 237434
000001F|quiver|pilon 48 243.531347962382 253.778970751573 263.878787878788 260.129199372057 260.80773955774 263.66243315508 285.405405405405 231448
000001F|quiver|pilon 49 496.950104493208 499.439466864124 535.770053475936 506.023443223443 499.275491400491 521.566176470588 519.245627980922 232801
000001F|quiver|pilon 50 110.948275862069 185.1332839689 154.955436720143 156.68398744113 159.866707616708 155.145053475936 189.705882352941 217762
000001F|quiver|pilon 51 163.472309299895 227.390596075528 208.126559714795 208.652590266876 214.844594594595 211.048128342246 238.519077901431 226494
000001F|quiver|pilon 52 361.710553814002 382.034431691966 327.383244206774 415.20737833595 443.950245700246 446.129010695187 440.630365659777 230889
000001F|quiver|pilon 53 464.917711598746 476.023324694558 390.789661319073 522.642229199372 567.793918918919 559.647727272727 529.044515103339 237835
000001F|quiver|pilon 54 356.408045977012 380.58793039615 389.238859180036 390.369178440607 413.030098280098 400.878342245989 381.643084260731 227896
000001F|quiver|pilon 55 350.619644723093 284.972972972973 380.652406417112 367.594243851387 408.515049140049 384.057486631016 353.714626391097 227226
000001F|quiver|pilon 56 58.1700626959248 25.8385783043317 65.7397504456328 68.387493458922 92.9198402948403 79.9258021390374 52.9841017488076 223810
000001F|quiver|pilon 57 313.979623824451 301.075527582377 377.048128342246 394.803715332287 485.669533169533 415.44986631016 362.619236883943 240990
000001F|quiver|pilon 58 334.511755485893 187.034061458719 240.0623885918 299.238252223967 346.023955773956 335.036096256685 215.557233704293 236093
000001F|quiver|pilon 59 433.593782654127 493.869307663828 425.566844919786 461.311407639979 480.037469287469 428.92513368984 466.546899841017 224725
000001F|quiver|pilon 60 308.597178683386 337.308404294706 290.622103386809 323.647671376243 338.929668304668 308.972593582888 317.143084260731 235204
000001F|quiver|pilon 61 328.953239289446 344.865605331359 338.563279857398 343.962689691261 352.703624078624 340.31550802139 348.747217806041 239144
000001F|quiver|pilon 62 329.733803552769 461.451314328027 384.953654188948 415.133751962323 457 373.531417112299 443.186009538951 232366
000001F|quiver|pilon 63 546.188349007315 418.180673824509 557.467023172906 591.2905285191 691.492014742015 550.741310160428 642.167726550079 228350
000001F|quiver|pilon 64 236.860762800418 317.292484265087 235.295900178253 285.065672422815 309.719901719902 246.17513368984 317.345786963434 228352
000001F|quiver|pilon 65 303.126436781609 354.953350610885 435.673796791444 397.183254840398 446.507678132678 397.931818181818 448.486486486487 223577
000001F|quiver|pilon 66 57.0898641588297 134.141429100333 166.803921568627 113.050811093668 105.71683046683 137.751336898396 153.174880763116 216048
000001F|quiver|pilon 67 141.693051201672 158.811921510552 208.584670231729 164.227524856096 157.021805896806 179.718582887701 194.664546899841 214552
000002F|quiver|pilon 1 233.466562173459 241.094779711218 100.600713012478 224.753846153846 235.82156019656 210.026737967914 210.505564387917 238569
000002F|quiver|pilon 2 160.569226750261 166.337652721214 127.748663101604 160.773940345369 163.626535626536 156.274732620321 160.443561208267 230979
000002F|quiver|pilon 3 369.886102403344 346.080340614587 395.144385026738 371.837100994244 363.947788697789 393.320187165775 392.131160572337 225565
000002F|quiver|pilon 4 511.194618599791 474.489078119215 453.385026737968 496.801098901099 495.087530712531 510.496657754011 496.683624801272 225900
000002F|quiver|pilon 5 502.016718913271 533.305812661977 530.536541889483 554.126530612245 561.435810810811 622.993315508021 560.20747217806 221372
000002F|quiver|pilon 6 454.668234064786 496.361347649019 510.675579322638 500.99010989011 481.792383292383 562.951871657754 550.280604133545 242576
000002F|quiver|pilon 7 511.747126436782 537.502776749352 499.729055258467 532.236368393511 523.326474201474 551.058155080214 565.682829888712 238948
000002F|quiver|pilon 8 552.387931034483 659.273232136246 485.479500891266 608.497226582941 610.642199017199 622.776069518717 644.253577106518 232336
000002F|quiver|pilon 9 669.898119122257 707.592373195113 631.032085561497 712.596546310832 754.017813267813 647.322192513369 771.534976152623 242341
000002F|quiver|pilon 10 544.200626959248 657.77934098482 379.352941176471 581.90376766091 629.782248157248 475.601604278075 605.468998410175 225858
000002F|quiver|pilon 11 504.745036572623 589.987412069604 392.629233511586 546.7568288854 588.58230958231 461.782085561497 591.430047694754 244642
000002F|quiver|pilon 12 429.078892371996 625.556090336912 589.857397504456 555.691418105704 566.351658476658 551.707219251337 642.85453100159 236635
000002F|quiver|pilon 13 827.831504702194 867.586819696409 964.25311942959 943.204761904762 1025.35657248157 950.311497326203 974.14626391097 245150
000002F|quiver|pilon 14 571.300156739812 577.606442058497 631.538324420677 629.838670852957 668.48402948403 675.241310160428 620.581081081081 223176
000002F|quiver|pilon 15 509.147596656217 519.673824509441 501.122994652406 541.871480900052 569.257063882064 581.492647058824 506.577901430843 238786
000002F|quiver|pilon 16 386.062434691745 428.725286930766 398.156862745098 449.731658817373 491.508292383292 502.5 409.773449920509 239621
000002F|quiver|pilon 17 242.202716823406 248.427989633469 273.497326203209 267.928205128205 277.113329238329 300.04077540107 264.799682034976 232834
000002F|quiver|pilon 18 129.377742946708 107.072565716401 170.597147950089 128.846049188906 118.254914004914 151.205882352941 142.924483306836 236741
000002F|quiver|pilon 19 200.439655172414 188.647537948908 188.272727272727 204.93495552067 215.628071253071 219.951203208556 187.441176470588 240331
000002F|quiver|pilon 20 439.218913270637 418.604590892262 388.541889483066 447.579434850863 473.0085995086 473.066176470588 408.443561208267 228520
000002F|quiver|pilon 21 503.895245559039 514.824509440948 402.509803921569 515.283725798011 538.039619164619 526.202540106952 486.367249602544 237882
000002F|quiver|pilon 22 327.286833855799 369.092188078489 288.149732620321 345.918576661434 360.646805896806 317.581550802139 357.847376788553 233826
000002F|quiver|pilon 23 346.282654127482 433.580525731211 309.716577540107 383.81601255887 404.505528255528 337.465909090909 405.589825119237 241220
000002F|quiver|pilon 24 270.87408568443 274.107737874861 200.04991087344 269.398796441654 277.735565110565 270.250668449198 254.971383147854 230651
000002F|quiver|pilon 25 329.979362591432 345.006293965198 332.461675579323 346.537519623234 344.297297297297 369.19986631016 355.360890302067 231765
000002F|quiver|pilon 26 422.612330198537 469.259533506109 403.720142602496 466.893092621664 473.528562653563 521.435828877005 463.774244833068 236925
000002F|quiver|pilon 27 307.32183908046 305.789707515735 121.97504456328 305.82019884877 325.056203931204 338.03743315508 256.461049284579 236984
000002F|quiver|pilon 28 183.375914315569 209.882636060718 172.358288770053 205.597121925693 207.429361179361 225.933823529412 213.290143084261 225542
000002F|quiver|pilon 29 63.0318704284222 76.0144390966309 67.7611408199644 69.0096807953951 69.8934275184275 65.9792780748663 72.1796502384738 223950
000002F|quiver|pilon 30 176.102925809822 284.631617919289 245.007130124777 259.439508110937 249.164926289926 318.533422459893 318.725755166932 229723
000002F|quiver|pilon 31 320.01724137931 377.446131062569 383.677361853832 359.37200418629 354.977272727273 372.839572192513 389.785373608903 236705
000002F|quiver|pilon 32 180.861285266458 191.218067382451 199.454545454545 189.351700680272 186.151412776413 194.669786096257 199.972178060413 231610
000002F|quiver|pilon 33 97.7560083594566 155.426878933728 141.566844919786 135.017111459969 131.628378378378 149.233957219251 160.201907790143 239830
000002F|quiver|pilon 34 203.824973876698 202.549796371714 92.4206773618538 190.860125588697 202.378378378378 177.095588235294 167.091414944356 229019
000002F|quiver|pilon 35 325.216039707419 338.607182524991 306.611408199644 337.865410779697 337.000921375921 354.836898395722 345.338632750397 238865
000002F|quiver|pilon 36 174.330459770115 258.840429470566 278.099821746881 239.226425954997 224.084152334152 282.302807486631 296.205087440382 237316
000002F|quiver|pilon 37 245.727011494253 363.028878193262 428.483065953654 353.828623757195 326.539926289926 454.924465240642 442.186009538951 237001
000002F|quiver|pilon 38 153.695141065831 166.309885227693 173.688057040998 174.015646258503 161.677825552826 207.583556149733 205.29252782194 227819
000002F|quiver|pilon 39 256.370167189133 271.583117363939 305.201426024955 283.780795395081 263.821867321867 326.149064171123 335.077901430843 229846
000002F|quiver|pilon 40 286.096133751306 266.527212143651 288.941176470588 286.880795395081 276.769656019656 308.276737967914 310.191573926868 214500
000002F|quiver|pilon 41 227.222048066876 223.426878933728 211.119429590018 226.825745682889 228.045454545455 224.594919786096 232.869634340223 227867
000002F|quiver|pilon 42 197.863636363636 276.495001851166 251.20320855615 245.137833594976 253.258906633907 231.725267379679 276.97933227345 226991
000002F|quiver|pilon 43 126.489550679206 156.079229914846 131.17825311943 144.1378859236 154.489864864865 133.568181818182 146.835453100159 236733
000002F|quiver|pilon 44 157.784482758621 181.85820066642 163.313725490196 169.121559392988 173.815110565111 160.237967914439 172.408585055644 228563
000002F|quiver|pilon 45 218.259665621735 231.427989633469 224.752228163993 228.953793825222 237.343058968059 223.96256684492 227.727344992051 241167
000002F|quiver|pilon 46 179.23223615465 209.963717141799 154.199643493761 189.688801674516 201.799754299754 169.066176470588 184.923688394277 235387
000002F|quiver|pilon 47 45.617816091954 42.7737874861163 28.5329768270945 42.0532705389848 45.0933660933661 37.9077540106952 35.9324324324324 230274
000002F|quiver|pilon 48 103.080982236155 106.352462051092 109.046345811052 111.439403453689 106.762899262899 125.659090909091 125.344992050874 205061
000002F|quiver|pilon 49 224.764106583072 216.578674564976 165.089126559715 228.201412872841 220.559889434889 244.927139037433 259.868839427663 208722
000002F|quiver|pilon 50 304.690177638454 289.808219178082 276.559714795009 312.990057561486 334.789619164619 300.867647058824 316.620826709062 239715
000002F|quiver|pilon 51 351.129310344828 411.081081081081 326.219251336898 392.358765044479 422.596744471744 359.100267379679 411.023847376789 242204
000002F|quiver|pilon 52 302.435736677116 376.294335431322 381.319073083779 377.203819989534 377.722051597052 438.899064171123 416.310810810811 227660
000002F|quiver|pilon 53 243.881400208986 234.665309144761 221.30303030303 236.737938252224 238.537776412776 235.770721925134 228.027821939587 232393
000002F|quiver|pilon 54 135.791274817137 158.997778600518 143.561497326203 146.856305599163 149.242321867322 142.298796791444 150.635930047695 222049
000002F|quiver|pilon 55 221.692528735632 240.419474268789 240.509803921569 243.582940868655 246.985565110565 262.947192513369 249.135135135135 228503
000002F|quiver|pilon 56 481.596656217346 431.353572750833 463.483065953654 506.704761904762 563.99785012285 520.938502673797 470.220190779014 238335
000002F|quiver|pilon 57 259.824451410658 233.879303961496 248.648841354724 257.734379905808 269.283783783784 263.305481283422 245.671701112878 236916
000002F|quiver|pilon 58 112.05303030303 166.726767863754 181.0623885918 148.83746729461 146.282555282555 159.491978609626 172.356120826709 232897
000002F|quiver|pilon 59 111.743207941484 228.13217326916 207.910873440285 181.89387755102 189.982493857494 172.89371657754 222.953895071542 235536
000002F|quiver|pilon 60 244.068965517241 297.443909663088 265.02495543672 281.015018315018 302.457923832924 251.805481283422 302.391891891892 237920
